name,region,rating,Red Wine_Collectible,Red Wine_Green Wine,Red Wine_Pink and Rosé,Red Wine_Red Wine,Red Wine_Screw Cap,Red Wine_Sparkling & Champagne,Red Wine_White Wine
Achaval-Ferrer Finca Bella Vista Malbec 2009,"Mendoza, Argentina",91.0,False,False,False,True,False,False,False
Achaval-Ferrer Finca Bella Vista Malbec 2010,"Mendoza, Argentina",93.0,False,False,False,True,False,False,False
Achaval-Ferrer Finca Bella Vista Malbec 2011,"Mendoza, Argentina",95.0,False,False,False,True,False,False,False
Achaval-Ferrer Finca Bella Vista Malbec 2012,"Mendoza, Argentina",92.0,False,False,False,True,False,False,False
Achaval-Ferrer Finca Bella Vista Malbec 2013,"Mendoza, Argentina",91.0,False,False,False,True,False,False,False
Achaval-Ferrer Finca Mirador Malbec 2005,"Mendoza, Argentina",93.0,False,False,False,True,False,False,False
Achaval-Ferrer Finca Mirador Malbec 2006,Argentina,92.0,False,False,False,True,False,False,False
Achaval-Ferrer Finca Mirador Malbec 2007,Argentina,94.0,False,False,False,True,False,False,False
Achaval-Ferrer Finca Mirador Malbec 2008,"Mendoza, Argentina",93.0,False,False,False,True,False,False,False
Achaval-Ferrer Finca Mirador Malbec 2009,"Mendoza, Argentina",90.0,False,False,False,True,False,False,False
Achaval-Ferrer Finca Mirador Malbec 2010,"Mendoza, Argentina",94.0,False,False,False,True,False,False,False
Achaval-Ferrer Finca Mirador Malbec 2013,"Mendoza, Argentina",91.0,False,False,False,True,False,False,False
Achaval-Ferrer Finca Mirador Malbec 2014,"Mendoza, Argentina",90.0,False,False,False,True,False,False,False
Achaval-Ferrer Mendoza Cabernet Sauvignon 2011,Argentina,91.0,False,False,False,True,False,False,False
Achaval-Ferrer Mendoza Cabernet Sauvignon 2014,"Mendoza, Argentina",91.0,False,False,False,True,False,False,False
Achaval-Ferrer Mendoza Cabernet Sauvignon 2017,"Mendoza, Argentina",90.0,False,False,False,True,False,False,False
Achaval-Ferrer Mendoza Malbec 2006,Argentina,91.0,False,False,False,True,False,False,False
Achaval-Ferrer Mendoza Malbec 2007,Argentina,91.0,False,False,False,True,False,False,False
Achaval-Ferrer Mendoza Malbec 2008,Argentina,91.0,False,False,False,True,False,False,False
Achaval-Ferrer Mendoza Malbec 2010,Argentina,91.0,False,False,False,True,False,False,False
Achaval-Ferrer Mendoza Malbec 2011,Argentina,92.0,False,False,False,True,False,False,False
Achaval-Ferrer Mendoza Malbec 2012,Argentina,91.0,False,False,False,True,False,False,False
Achaval-Ferrer Mendoza Malbec 2013,"Mendoza, Argentina",90.0,False,False,False,True,False,False,False
Achaval-Ferrer Mendoza Malbec 2014,"Mendoza, Argentina",90.0,False,False,False,True,False,False,False
Achaval-Ferrer Mendoza Malbec 2015,"Mendoza, Argentina",91.0,False,False,False,True,False,False,False
Achaval-Ferrer Mendoza Malbec 2018,"Mendoza, Argentina",91.0,False,False,False,True,False,False,False
Achaval-Ferrer Quimera 2001,Argentina,90.0,False,False,False,True,False,False,False
Achaval-Ferrer Quimera 2006,Argentina,90.0,False,False,False,True,False,False,False
Achaval-Ferrer Quimera 2007,Argentina,90.0,False,False,False,True,False,False,False
Achaval-Ferrer Quimera 2008,Argentina,92.0,False,False,False,True,False,False,False
Achaval-Ferrer Quimera 2009,Argentina,93.0,False,False,False,True,False,False,False
Achaval-Ferrer Quimera 2010,Argentina,91.0,False,False,False,True,False,False,False
Achaval-Ferrer Quimera 2011,"Uco Valley, Mendoza, Argentina",92.0,False,False,False,True,False,False,False
Achaval-Ferrer Quimera 2012,"Mendoza, Argentina",90.0,False,False,False,True,False,False,False
Achaval-Ferrer Quimera 2013,"Mendoza, Argentina",90.0,False,False,False,True,False,False,False
Acinum Amarone della Valpolicella 2012,"Valpolicella, Veneto, Italy",90.0,False,False,False,True,False,False,False
Acinum Amarone della Valpolicella 2015,"Valpolicella, Veneto, Italy",91.0,False,False,False,True,False,False,False
Acre Cabernet Sauvignon 2015,"Napa Valley, California",93.0,False,False,False,True,False,False,False
Acrobat Pinot Gris 2009,Oregon,90.0,False,False,False,False,False,False,True
Acrobat Pinot Gris 2010,Oregon,88.0,False,False,False,False,False,False,True
Acrobat Pinot Gris 2011,Oregon,89.0,False,False,False,False,False,False,True
Acrobat Pinot Gris 2012,Oregon,89.0,False,False,False,False,False,False,True
Acrobat Pinot Gris 2013,Oregon,90.0,False,False,False,False,False,False,True
Acrobat Pinot Gris 2014,Oregon,88.0,False,False,False,False,False,False,True
Acrobat Pinot Gris 2015,Oregon,90.0,False,False,False,False,False,False,True
Acrobat Pinot Gris 2016,Oregon,89.0,False,False,False,False,False,False,True
Acrobat Pinot Gris 2017,Oregon,90.0,False,False,False,False,False,False,True
Acrobat Pinot Noir 2009,Oregon,91.0,False,False,False,True,False,False,False
Acrobat Pinot Noir 2012,Oregon,90.0,False,False,False,True,False,False,False
Acrobat Pinot Noir 2013,Oregon,90.0,False,False,False,True,False,False,False
Acrobat Pinot Noir 2015,Oregon,90.0,False,False,False,True,False,False,False
Acrobat Rose of Pinot Noir 2013,Oregon,88.0,False,False,True,False,False,False,False
Acrobat Rose of Pinot Noir 2014,Oregon,89.0,False,False,True,False,False,False,False
Acrobat Rose of Pinot Noir 2016,Oregon,89.0,False,False,True,False,False,False,False
Acrobat Rose of Pinot Noir 2017,Oregon,89.0,False,False,True,False,False,False,False
Acumen Mountainside Sauvignon Blanc 2017,"Napa Valley, California",91.0,False,False,False,False,False,False,True
Acustic Celler Acustic Blanc 2010,"Jumilla, Spain",90.0,False,False,False,False,False,False,True
Acustic Celler Acustic Montsant 2007,"Jumilla, Spain",90.0,False,False,False,True,False,False,False
Acustic Celler Acustic Montsant 2008,"Jumilla, Spain",91.0,False,False,False,True,False,False,False
Acustic Celler Acustic Montsant 2009,"Jumilla, Spain",91.0,False,False,False,True,False,False,False
Acustic Celler Brao 2011,"Jumilla, Spain",91.0,False,False,False,True,False,False,False
Acustic Celler Brao 2012,"Jumilla, Spain",92.0,False,False,False,True,False,False,False
Adami Garbel Brut Prosecco,"Prosecco, Italy",90.0,False,False,False,False,False,True,False
Adami Prosecco di Valdobbiadene Dry Vigneto Giardino 2007,"Valdobbiadene, Prosecco, Italy",93.0,False,False,False,False,False,True,False
ADAMVS Quintvs 2012,"Howell Mountain, Napa Valley, California",94.0,False,False,False,True,False,False,False
ADAMVS Quintvs 2013,"Howell Mountain, Napa Valley, California",92.0,False,False,False,True,False,False,False
Adaptation by Odette Cabernet Sauvignon 2015,"Napa Valley, California",92.0,False,False,False,True,False,False,False
Adaptation by Odette Petite Sirah 2013,"Napa Valley, California",92.0,False,False,False,True,False,False,False
Addax Red Wine 2016,"Napa Valley, California",91.0,False,False,False,True,False,False,False
Addendum Napa Valley Cabernet Sauvignon 2016,"Napa Valley, California",90.0,False,False,False,True,False,False,False
Addendum Skellenger Lane Cabernet Sauvignon 2016,"Rutherford, Napa Valley, California",90.0,False,False,False,True,False,False,False
Addendum Stagecoach Vineyard Cabernet Sauvignon 2016,"Atlas Peak, Napa Valley, California",91.0,False,False,False,True,False,False,False
Adega Cachin Peza do Rei Blanco 2009,Spain,90.0,False,False,False,False,False,False,True
Adega Eidos Eidos de Padrinan Albarino 2007,"Rias Baixas, Spain",90.0,False,False,False,False,False,False,True
Adega Eidos Eidos de Padrinan Albarino 2008,"Rias Baixas, Spain",90.0,False,False,False,False,False,False,True
Adega Eidos Veigas de Padrinan Albarino 2008,"Rias Baixas, Spain",91.0,False,False,False,False,False,False,True
Adega O Casal Novo Godello 2007,Spain,92.0,False,False,False,False,False,False,True
Adega O Casal Novo Mencia 2007,Spain,91.0,False,False,False,True,False,False,False
Adega Pena das Donas Ribeira Sacra Verdes Matas Mencia 2008,"Ribera del Duero, Spain",95.0,False,False,False,True,False,False,False
Adegas D'Altamira Brandal Albarino 2005,"Rias Baixas, Spain",90.0,False,False,False,False,False,False,True
Adegas D'Altamira Brandal Albarino 2007,"Rias Baixas, Spain",88.0,False,False,False,False,False,False,True
Adegas D'Altamira Brandal Albarino 2008,"Rias Baixas, Spain",88.0,False,False,False,False,False,False,True
Adegas Galegas D. Pedro Soutomaior Albarino 2014,"Rias Baixas, Spain",91.0,False,False,False,False,False,False,True
Adelaida Anna's Red 2014,"Paso Robles, Central Coast, California",91.0,False,False,False,True,False,False,False
Adelaida Anna's Red 2016,"Paso Robles, Central Coast, California",91.0,False,False,False,True,False,False,False
Adelaida Anna's Vineyard Syrah 2013,"Adelaida District, Paso Robles, Central Coast, California",90.0,False,False,False,True,False,False,False
Adelaida Anna's White 2014,"Adelaida District, Paso Robles, Central Coast, California",92.0,False,False,False,False,False,False,True
Adelaida End Post Cabernet Sauvignon 2013,"Paso Robles, Central Coast, California",89.0,False,False,False,True,False,False,False
Adelaida End Post Cabernet Sauvignon 2015,"Paso Robles, Central Coast, California",91.0,False,False,False,True,False,False,False
Adelaida End Post Cabernet Sauvignon 2016,"Paso Robles, Central Coast, California",89.0,False,False,False,True,False,False,False
Adelaida Estate Chardonnay 2014,"Adelaida District, Paso Robles, Central Coast, California",91.0,False,False,False,False,False,False,True
Adelaida Estate Pinot Noir 2013,"Adelaida District, Paso Robles, Central Coast, California",92.0,False,False,False,True,False,False,False
Adelaida Estate Rose 2013,California,90.0,False,False,True,False,False,False,False
Adelaida Grenache 2013,"Paso Robles, Central Coast, California",90.0,False,False,False,True,False,False,False
Adelaida HMR Pinot Noir 2010,"Central Coast, California",89.0,False,False,False,True,False,False,False
Adelaida HMR Pinot Noir 2013,"Paso Robles, Central Coast, California",92.0,False,False,False,True,False,False,False
Adelaida HMR Pinot Noir 2018,"Paso Robles, Central Coast, California",91.0,False,False,False,True,False,False,False
Adelaida Keeper Red 2011,"Central Coast, California",91.0,False,False,False,True,False,False,False
Adelaida Paso Robles Cabernet Sauvignon 2015,"Paso Robles, Central Coast, California",91.0,False,False,False,True,False,False,False
Adelaida Paso Robles Cabernet Sauvignon 2016,"Adelaida District, Paso Robles, Central Coast, California",92.0,False,False,False,True,False,False,False
Adelaida Picpoul Blanc 2015,"Paso Robles, Central Coast, California",90.0,False,False,False,False,False,False,True
Adelaida Version White 2012,"Central Coast, California",90.0,False,False,False,False,False,False,True
Adelaida Version White 2013,"Central Coast, California",90.0,False,False,False,False,False,False,True
Adelsheim Breaking Ground Pinot Noir 2014,"Chehalem Mountains, Willamette Valley, Oregon",91.0,False,False,False,True,False,False,False
Adelsheim Breaking Ground Pinot Noir 2015,"Willamette Valley, Oregon",90.0,False,False,False,True,False,False,False
Adelsheim Bryan Creek Pinot Noir 1999,"Willamette Valley, Oregon",90.0,False,False,False,True,False,False,False
Adelsheim Bryan Creek Pinot Noir 2012,"Willamette Valley, Oregon",90.0,False,False,False,True,False,False,False
Adelsheim Bryan Creek Pinot Noir 2013,"Willamette Valley, Oregon",92.0,False,False,False,True,False,False,False
Adelsheim Bryan Creek Vineyard Pinot Blanc 2008,"Willamette Valley, Oregon",90.0,False,False,False,False,False,False,True
Adelsheim Bryan Creek Vineyard Pinot Blanc 2015,"Chehalem Mountains, Willamette Valley, Oregon",91.0,False,False,False,False,False,False,True
Adelsheim Bryan Creek Vineyard Pinot Blanc 2017,"Chehalem Mountains, Willamette Valley, Oregon",91.0,False,False,False,False,False,False,True
Adelsheim Caitlin's Reserve Chardonnay 2014,"Willamette Valley, Oregon",92.0,False,False,False,False,False,False,True
Adelsheim Caitlin's Reserve Chardonnay 2015,"Willamette Valley, Oregon",92.0,False,False,False,False,False,False,True
Adelsheim Chardonnay 1999,"Willamette Valley, Oregon",86.0,False,False,False,False,False,False,True
Adelsheim Chardonnay 2007,"Willamette Valley, Oregon",90.0,False,False,False,False,False,False,True
Adelsheim Chardonnay 2009,"Willamette Valley, Oregon",91.0,False,False,False,False,False,False,True
Adelsheim Chardonnay 2010,"Willamette Valley, Oregon",90.0,False,False,False,False,False,False,True
Adelsheim Chardonnay 2008,"Willamette Valley, Oregon",91.0,False,False,False,False,False,False,True
Adelsheim Elizabeth's Reserve Pinot Noir (1.5 Liter Magnum) 2012,"Willamette Valley, Oregon",92.0,False,False,False,True,False,False,False
Adelsheim Elizabeth's Reserve Pinot Noir (1.5 Liter Magnum) 2013,"Willamette Valley, Oregon",91.0,False,False,False,True,False,False,False
Adelsheim Elizabeth's Reserve Pinot Noir 1999,"Willamette Valley, Oregon",90.0,False,False,False,True,False,False,False
Adelsheim Elizabeth's Reserve Pinot Noir 2002,"Willamette Valley, Oregon",93.0,False,False,False,True,False,False,False
Adelsheim Elizabeth's Reserve Pinot Noir 2006,"Willamette Valley, Oregon",90.0,False,False,False,True,False,False,False
Adelsheim Elizabeth's Reserve Pinot Noir 2008,"Willamette Valley, Oregon",92.0,False,False,False,True,False,False,False
Adelsheim Elizabeth's Reserve Pinot Noir 2009,"Willamette Valley, Oregon",90.0,False,False,False,True,False,False,False
Adelsheim Elizabeth's Reserve Pinot Noir 2010,"Willamette Valley, Oregon",91.0,False,False,False,True,False,False,False
Adelsheim Elizabeth's Reserve Pinot Noir 2011,"Willamette Valley, Oregon",91.0,False,False,False,True,False,False,False
Adelsheim Elizabeth's Reserve Pinot Noir 2012,"Willamette Valley, Oregon",92.0,False,False,False,True,False,False,False
Adelsheim Elizabeth's Reserve Pinot Noir 2013,"Willamette Valley, Oregon",91.0,False,False,False,True,False,False,False
Adelsheim Elizabeth's Reserve Pinot Noir 2014,"Willamette Valley, Oregon",91.0,False,False,False,True,False,False,False
Adelsheim Elizabeth's Reserve Pinot Noir 2015,"Willamette Valley, Oregon",90.0,False,False,False,True,False,False,False
Adelsheim Goldschmidt Vineyard Pinot Noir 1999,"Willamette Valley, Oregon",90.0,False,False,False,True,False,False,False
Adelsheim Pinot Blanc 1998,"Willamette Valley, Oregon",87.0,False,False,False,False,False,False,True
Adelsheim Pinot Blanc 1999,"Willamette Valley, Oregon",85.0,False,False,False,False,False,False,True
Adelsheim Pinot Blanc 2001,"Willamette Valley, Oregon",87.0,False,False,False,False,False,False,True
Adelsheim Pinot Gris 2001,Oregon,91.0,False,False,False,False,False,False,True
Adelsheim Pinot Gris 2008,"Willamette Valley, Oregon",91.0,False,False,False,False,False,False,True
Adelsheim Pinot Gris 2009,"Willamette Valley, Oregon",90.0,False,False,False,False,False,False,True
Adelsheim Pinot Gris 2010,"Willamette Valley, Oregon",90.0,False,False,False,False,False,False,True
Adelsheim Pinot Gris 2011,"Willamette Valley, Oregon",90.0,False,False,False,False,False,False,True
Adelsheim Pinot Gris 2012,"Willamette Valley, Oregon",90.0,False,False,False,False,False,False,True
Adelsheim Pinot Gris 2013,"Willamette Valley, Oregon",91.0,False,False,False,False,False,False,True
Adelsheim Pinot Gris 2014,"Willamette Valley, Oregon",91.0,False,False,False,False,False,False,True
Adelsheim Pinot Gris (375ML half-bottle) 2008,"Willamette Valley, Oregon",91.0,False,False,False,False,False,False,True
Adelsheim Pinot Gris (375ML half-bottle) 2009,"Willamette Valley, Oregon",90.0,False,False,False,False,False,False,True
Adelsheim Pinot Gris (375ML half-bottle) 2010,"Willamette Valley, Oregon",90.0,False,False,False,False,False,False,True
Adelsheim Pinot Gris (375ML half-bottle) 2011,"Willamette Valley, Oregon",90.0,False,False,False,False,False,False,True
Adelsheim Pinot Gris (375ML half-bottle) 2012,"Willamette Valley, Oregon",90.0,False,False,False,False,False,False,True
Adelsheim Pinot Gris (375ML half-bottle) 2013,"Willamette Valley, Oregon",91.0,False,False,False,False,False,False,True
Adelsheim Pinot Gris (375ML half-bottle) 2014,"Willamette Valley, Oregon",91.0,False,False,False,False,False,False,True
